segid	original	translation	accuracy	fluency	tq	mean	scaled_tq	scaled_mean	da
RU_1_172_9_s16	While podium finishes always help build confidence the priority for the British Bobsleigh squad is to claim as many world ranking points as possible over the coming months.	Старые победы всегда придают уверенности спортсменам, но для Британской команды по бобслею сейчас важны новые, их главной целью является получение как можно большего количества очков в международных отборочных заездах, которые устраивает Международная Федерация бобслея и тобогганинга.	100.0	96.42857142857143	96.42857142857143	98.21428571428572	94.72789115646259	94.72789115646259	85.0
RU_1_202_12_s6	On some of the capsule interiors we used large diffusion frames to provide the effect of the capsule being lit by Earth with blue and green filters fixed to the diffusion frames.	В некоторых внутренних отсеках космического корабля мы использовали фростовые рамы и прикрепленные к ним синие и зеленые фильтры, чтобы казалось, что свет в отсек корабля поступает от Земли.	100.0	96.875	96.875	98.4375	94.79166666666669	94.79166666666669	
RU_1_238_11_s14	Since women make up 51 per cent of the world's population, these figures illustrate just how much women are underrepresented.	С тех пор как доля женщин среди всего населения мира составила 51 процент, стало понятно, насколько эти цифры отражают то, как мало задействованы женщины в некоторых сферах деятельности.	0.0	95.0	-5.0	47.5	80.23809523809524	80.23809523809524	
RU_1_377_2_s11	So why do these new monopolies pose a problem?	Так почему же эти современные монополии создают проблему?	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	12345.0
RU_1_202_7_s18	We did some tests and came up with some ideas so we proceeded from there.	Мы сделали несколько проб и придумали некоторые идеи, и, таким образом, мы перешли на следующий этап разработки фильма.	93.33333333333331	100.0	93.33333333333331	96.66666666666666	94.2857142857143	94.28571428571428	
RU_1_126_2_s6	Linkage of US security with the spread of democracy is not new.	Взаимосвязь обеспечения безопасности США с распространением демократии не является чем-то новым.	100.0	91.66666666666669	91.66666666666669	95.83333333333334	94.04761904761908	94.04761904761908	96.6666666666667
RU_1_131_7_s16	"To recreate the photosynthesis that plants have perfected, an energy conversion system has to be able to do two crucial things (probably inside of some type of nanotube that acts as the structural ""leaf""): harvest sunlight and split water molecules."	"Чтобы воссоздать процесс фотосинтеза по принципу того, как это делают растения, система преобразования энергии должна выполнять 2 обязательные функции (вероятно, внутри некой нанотрубки, действующей подобно структуре ""листа""): получение энергии солнца и расщепление молекул воды."	100.0	92.5	92.5	96.25	94.16666666666669	94.16666666666669	86.0
RU_1_202_4_s29	The standard of control available now from computer controlled dimming, LED technology and moving lights is fantastic.	В наши дни стандарт на проведение контрольных испытаний  стал доступным благодаря компьютерному управлению затемнения,  а светодиодные технологии  и вращающаяся голова являются фантастическими открытиями.	-17.647058823529424	100.0	-17.647058823529424	41.17647058823529	78.43137254901963	78.43137254901963	
RU_1_377_16_s4	Data is the new oil.	Данные- это новая нефть.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	93.3333333333333
RU_1_170_4_s10	English and social studies teachers face the same problem when school officials, more interested in boasting about the numbers of kids in higher-level courses than in what they really learn, place students without the requisite skills in advanced placement classes.	Учителя английского языка и других гуманитарных дисциплин сталкиваются с такой же проблемой, когда руководство школы более заинтересованно в количестве учеников, посещающих углубленные курсы, а не в качестве их знаний, отправляя их в такие классы, для которых у них не хватает элементарных знаний и способностей.	75.0	75.0	50.0	75.0	88.09523809523809	88.09523809523809	
RU_1_232_6_s5	The new National Security Strategy reaffirms the United States' profound commitment to a Europe that is free, whole, and at peace.	Новая Стратегия национальной безопасности подтверждает, что США глубоко привержены свободной, целостной и мирной Европе.	100.0	95.23809523809523	95.23809523809523	97.61904761904762	94.55782312925173	94.55782312925173	92.3333333333333
RU_1_246_7_s12	Oh yeah, said 73% of married men (chests swelling as they answered, it seems safe to assume, shoulders back, and thumbs jammed in their belts).	Как бы ни так, ответили 73% опрошенных женатых мужчин (казалось, что во время ответа мужчины выпячивали грудь, гордо расправляли плечи и цеплялись пальцами за ремень).	20.0	100.0	20.0	60.0	83.80952380952381	83.80952380952381	
RU_1_131_5_s14	We'll find out what the system has to be able to do, check out some current methods of achieving artificial photosynthesis and see why it's not as easy to design as some other energy-conversion systems.	Мы узнаем, на что система должна быть способна, узнаем современные способы получения искусственного фотосинтеза, а также постараемся понять, почему ее так трудно реализовать на практике, в отличие от других преобразовательных систем.	71.42857142857143	42.85714285714286	14.285714285714292	57.14285714285714	82.99319727891158	82.99319727891158	
RU_1_377_17_s12	So why do these new monopolies pose a problem?	Казалось бы, какие проблемы могут возникнуть у этих монополистов?	-122.22222222222223	100.0	-122.22222222222223	-11.111111111111114	63.4920634920635	63.4920634920635	
RU_1_245_17_s13	In this case, the researchers have made some extraordinarily specific interpretations of the incredibly broad range of brain-activity patterns that seemed to be associated with greater literary awareness.	В этом случае, исследователи сделали несколько экстраординарных интерпретаций мозговой деятельности, которые были связаны с начитанностью человека.	100.0	100.0	103.57142857142857	101.78571428571428	95.74829931972788	95.74829931972788	
RU_1_241_6_s5	A cynical answer is: when your neighbour loses his job it's a slowdown (or, if you dislike him, a correction); when you lose yours, it's a recession; when an economic journalist loses his, that's a depression.	Простой, но несколько циничный ответ таков: когда сокращают соседа - это замедление экономики (или, если он вам не нравится, коррекция рынка); когда увольняют Вас - это рецессия; когда экономический обозреватель теряет работу - это уже депрессия.	100.0	72.22222222222223	72.22222222222223	86.11111111111109	91.2698412698413	91.2698412698413	91.0
RU_1_265_18_s2	The dire prophecies of doom have not come true-yet. But the economy is slowing	Мрачные прогнозы пока не сбылись, но экономика уже замедляется	100.0	92.85714285714286	92.85714285714286	96.42857142857143	94.21768707482994	94.21768707482994	
RU_1_268_3_s40	It's immediate and passive.	Это сейчас или уже произошло?	-400.0	100.0	-400.0	-150.0	23.80952380952382	23.80952380952382	51.3333333333333
RU_1_196_18_s24	They will become extremely vulnerable to more innovative companies that have better products and move on fast lifecycles.	Корпорации станут уязвимыми по сравнению с более инновационными компаниями, которые имеют лучшую продукцию и двигаются в ногу со временем.	100.0	88.88888888888891	88.88888888888891	94.44444444444444	93.65079365079364	93.65079365079364	
RU_1_25_2_s10	But there were some unlikely defenders.	Но все же некоторые согласились с установленными правилами.	83.33333333333334	100.0	83.33333333333334	91.66666666666669	92.85714285714286	92.85714285714286	
RU_1_202_13_s24	My nickname is derived from a very long moustache I had and it is from the Biggles books written by Captain W E Johns, which were schoolboy favourites over many years.	А прозвище я получил за свои усы: в то время я был похож на героя из книг капитана У.Э. Джонса, которые были любимы школьниками в мое время.	96.77419354838707	100.0	96.77419354838707	98.38709677419355	94.77726574500772	94.77726574500772	
RU_1_245_11_s0	Does Reading Literature Really Beef Up Your Brain? September 3, 2015. By Christian Jarrett	Чтение литературы расширяет умственные способности? 3 сентября 2015 Автор Кристофер Джарретт	100.0	92.85714285714286	92.85714285714286	96.42857142857143	94.21768707482994	94.21768707482994	
RU_1_131_6_s3	Humans, on the other hand, are looking for liquid fuel to power cars and electricity to run refrigerators.	В тоже время люди разрабатывают технологии получения жидкого топлива для автомобилей и вырабатывают электроэнергию.	44.444444444444436	100.0	44.444444444444436	72.22222222222223	87.30158730158729	87.30158730158729	
RU_1_245_26_s3	But who's to say that people with more empathy don't just read more?	И все же кто сможет противоречить этому умозаключению?	-53.84615384615387	100.0	-53.84615384615387	23.076923076923066	73.26007326007328	73.26007326007328	
RU_1_202_11_s20	This is great for me as I got fantastic guidance from him as to his thinking and ideas.	Я думаю, это просто чудесно, ведь его идеи и размышления стали для меня превосходным руководством.	100.0	94.44444444444444	94.44444444444444	97.22222222222223	94.44444444444444	94.44444444444444	
RU_1_146_9_s3	Bruno was burnt at the stake, in Rome, in the year 1600.	За эти мысли Бруно был сожжен на костре в Риме, в 1600 году.	100.0	91.66666666666669	91.66666666666669	95.83333333333334	94.04761904761908	94.04761904761908	
RU_1_196_14_s21	So, now is the time to prepare. And change your business to align with impending new realities.	Так что сейчас самое время подготовиться к изменению своего бизнеса, в соответствии с современными реалиями.	100.0	100.0	105.88235294117644	102.94117647058823	96.07843137254903	96.07843137254903	
RU_1_189_6_s12	The African continent will grow on average 6% in 2014.	В 2014 году рост экономики в африканских странах вырастет в среднем на 6%.	100.0	-10.000000000000012	-10.000000000000012	44.99999999999999	79.52380952380953	79.52380952380953	
RU_1_148_5_s4	For example, when commuters choose between driving or taking public transportation, when corporate boards consider whether they should shift manufacturing from one country to another, and when troops in the field translate orders into actions, they are all making far-reaching decisions.	Например, когда жители города выбирают между тем, взять ли машину или сесть на общественный транспорт, когда директора кооперирующих компаний рассматривают возможность переноса производства из одной страны в другую, когда военные на поле боя переходят от приказов в наступление - все они принимают решения, влияющие на их жизни.	75.60975609756099	73.17073170731706	48.780487804878035	74.39024390243901	87.92102206736355	87.92102206736355	
RU_1_235_6_s13	These were Asians, to whom I had been extensively exposed during my years in Japan and in neighbouring countries.	На протяжении моего многолетнего пребывания в Японии и соседних странах, я познакомился с азиатами, которые были менее решительны, чем люди из монохронической группы, и более внимательны, чем представители полихронической.	94.73684210526315	94.73684210526315	89.47368421052632	94.73684210526315	93.734335839599	93.734335839599	
RU_1_174_2_s17	Which mattered more?	Что же имело большее значение?	100.0	66.66666666666667	66.66666666666667	83.33333333333334	90.4761904761905	90.4761904761905	
RU_1_329_18_s3	The vote for Jeremy Corbyn proved a new generation wants change.	Голоса в пользу Джереми Корбина на выборах показали, что новое поколение жаждет перемен.	90.9090909090909	100.0	90.9090909090909	95.45454545454544	93.93939393939394	93.93939393939394	
RU_1_196_8_s22	Losers, and winners, will be varied - and not entirely obvious.	Проигравшие и победители будут разными и не всегда очевидными.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	84.0
RU_1_240_10_s4	Sadly, such a course of action seems highly unlikely while policymakers insist on sticking to their guns - even though objectively, policymaking in the eurozone to date must on any measure be considered failure on a grand scale.	К сожалению, подобный ход развития событий совершенно не устраивает политиков. Политики привыкли решать все проблемы силовыми методами, несмотря на то что, выбранная на сегодняшний день стратегия в глобальных масштабах, очевидно, ведёт к полному провалу.	71.05263157894737	97.36842105263158	68.42105263157895	84.21052631578948	90.72681704260651	90.72681704260651	90.0
RU_1_3_9_s30	Now you get a telephone call, the computer runs a simple credit check and you deliver straightaway.	Сейчас вы просто звоните, компьютер пробивает проверку кредитоспособности и вам быстро предоставляют кредит.	100.0	41.17647058823529	41.17647058823529	70.58823529411767	86.83473389355743	86.83473389355743	
RU_1_3_5_s17	Nomura knew what all good financial directors know: that what distinguishes the effectively managed commercial operation from the poorly managed one is the way it manages its money.	Основатель компании еще тогда знал: Чтобы узнать эффективно ли справляется компания с коммерческими операциями, нужно посмотреть на то, как она управляет деньгами.	100.0	92.85714285714286	92.85714285714286	96.42857142857143	94.21768707482994	94.21768707482994	
RU_1_202_4_s22	It was he who gave me my break as a gaffer on 1984 which was a technically challenging film and a great learning experience for me.	"Именно Родждер сделал меня главным осветителем в процессе создания  фильма ""1984"", съёмка которого была очень сложной с технической точки зрения и, работая над которой, я  узнал много нового."	100.0	92.30769230769228	92.30769230769228	96.15384615384615	94.13919413919416	94.13919413919416	
RU_1_134_10_s14	Nobody has created a product capable of outright dethroning the i product series.	Никому не удавалось выпустить продукт, которой смог бы на равных побороться за лидерство с продуктами компании Apple.	100.0	92.30769230769228	92.30769230769228	96.15384615384615	94.13919413919416	94.13919413919416	
RU_1_241_10_s8	"During the past three ""world recessions"" (1975, 1982 and 1991) output rose by an average of 1.5%: the decline in GDP in rich economies was offset by growth in developing economies."	"Действительно, во время последних трех ""мировых рецессий"" (1975, 1982 и 1991 гг.) объем производства увеличился в среднем на 1.5%, поскольку падение ВВП в богатых странах было компенсировано ростом производства в развивающихся странах."	100.0	93.54838709677419	93.54838709677419	96.77419354838707	94.31643625192015	94.31643625192015	
RU_1_238_2_s9	As an example, in January 2014, there were only nine women Heads of State and only 15 Heads of Government.	В качестве примера, в январе 2014 года, всего лишь 9 женщин были главами государства и 15-главами правительства.	100.0	0.0	0.0	50.0	80.95238095238095	80.95238095238095	75.6666666666667
RU_1_176_3_s22	It was the end of books for me.	В моем распорядке не стало места книгам.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	12345.0
RU_1_123_5_s8	A growing number of schools are sponsored by or managed by firms.	Все большее число фирм оказывают финансовую поддержку или даже принимают участие в управлении школами.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	91.6666666666667
RU_1_377_6_s6	Today, around 90% of internet searches are via Google, and 94% of young people who use social media have a Facebook profile.	В современном мире примерно 90 % всех поисковых запросов обрабатывает система Google, 94 % молодых людей, пользующихся социальными сетями, зарегистрированы на Facebook.	54.54545454545455	100.0	54.54545454545455	77.27272727272728	88.74458874458875	88.74458874458875	
RU_1_194_4_s9	The improvements in efficiency that these projects will bring will also mean real savings in operating costs.	Улучшения в продуктивности, которые принесут эти проекты, также будут означать существенную экономию в текущих эксплуатационных расходах.	41.17647058823529	-17.647058823529424	-76.47058823529412	11.764705882352937	70.02801120448179	70.02801120448179	
RU_1_114_26_s1	Putting on a Broadway show is one of the bigger gambles in America's entertainment industry, with investments running into the millions of dollars with little assurance of a return.	Бродвейская постановка остается одной из рисковых авантюр американской индустрии развлечений, инвестиции в которые достигают миллионов долларов США, однако, нет никаких гарантий, что шоу окупится.	65.51724137931035	65.51724137931035	31.034482758620683	65.51724137931035	85.38587848932676	85.38587848932676	
RU_1_268_3_s45	Well, that's what I thought.	Затем, с 12 до 25 лет мое зрение постепенно ухудшалось.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	84.6666666666667
RU_1_246_5_s13	The wives' response?	Что же ответили жёны?	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	12345.0
RU_1_172_17_s1	By Nick Hope, BBC Olympic sports reporter.	Ник Хоуп, Спортивный репортёр Олимпийских игр Би-би-си	100.0	85.71428571428572	85.71428571428572	92.85714285714286	93.19727891156464	93.19727891156464	95.3333333333333
RU_1_176_10_s7	Then, in adolescence, I began a long search for strange and radical ideas.	Ещё в юности, я начал поиск странных и радикальных идей.	-53.84615384615387	92.30769230769228	-61.53846153846154	19.23076923076922	72.16117216117217	72.16117216117217	
RU_1_188_2_s18	The scoreboard also shows that there is both a wide dispersion and growing divergence between Member States in the evolution of gross household disposable income in real terms.	Кроме того, на диаграмме видны реальные показатели увеличивающихся различий в изменении валового располагаемого дохода семьи.	60.714285714285715	100.0	60.714285714285715	80.35714285714286	89.62585034013607	89.62585034013607	
RU_1_172_20_s1	By Nick Hope, BBC Olympic sports reporter.	Олимпийский спортивный репортёр Ник Ноп	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	84.3333333333333
RU_1_202_18_s26	The standard of control available now from computer controlled dimming, LED technology and moving lights is fantastic.	Теперь нам доступны различные компьютерные приемы регулирования освещения, светодиодные технологии, вращающиеся точки освещения, это просто невероятно, постоянное развитие невероятно захватывает!	100.0	94.11764705882356	94.11764705882356	97.05882352941177	94.39775910364143	94.39775910364143	
RU_1_240_4_s12	As more and more excuses are found wanting, we have to stop and ask ourselves why we repeatedly get into these situations of failure, excuse and denial.	Нам пора перестать придумывать все новые и новые оправдания и задаться, наконец, вопросом, почему мы постоянно оказываемся в этом порочном круге из-за отказа признавать свои ошибки.	96.29629629629628	100.0	96.29629629629628	98.14814814814815	94.70899470899471	94.70899470899471	93.0
RU_1_268_2_s11	In our minds, fish swim by in reverse frantically wagging their heads and we don't even notice them.	В нашей картине мира есть такие рыбки, которые отчаянно плывут назад, судорожно кивая головами, и мы этого даже не замечаем.	100.0	83.33333333333334	83.33333333333334	91.66666666666669	92.85714285714286	92.85714285714286	
RU_1_329_3_s11	Only 10 million of a possible 46 million young Americans had voted in the 2014 midterms, ergo they no longer took pride in their democratic agency.	Таким образом, по результатам опроса выяснилось, что только 10 миллионов американцев из возможных 46 приняли участие в промежуточных выборах, состоявшиеся в 2014 году. И это показывает, что американцы разочаровались в своём выборе в пользу демократической политикки своей страны.	23.076923076923066	100.0	23.076923076923066	61.53846153846153	84.24908424908426	84.24908424908426	76.6666666666667
RU_1_325_1_s14	The researchers relied on a combination of ancient records and modern techniques to divine the weather thousands of years ago.	Исследователи опирались на помощь древних записей и современных технологий.	100.0	50.0	50.0	75.0	88.09523809523809	88.09523809523809	
RU_1_245_7_s5	In the last few years, neuroscientists have joined the mission to attempt to measure and observe the concrete benefits of reading literature.	За последние несколько лет неврологи принимают участие в исследованиях, цель которых пронаблюдать, какую же пользу приносит литература.	95.45454545454544	100.0	95.45454545454544	97.72727272727272	94.58874458874462	94.58874458874462	
RU_1_364_1_s44	"My namesake Henry Adams (1838-1918) defined politics as ""the systemic organisation of hatreds""."	"В свою очередь, мой тезка Генри Адамс (1838-1918) определял сферу политики как ""организованная система управления ненавистью""."	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	78.0
RU_1_265_15_s12	Some of the gloomier pre-referendum forecasts ignored the possibility that the authorities would respond to a Leave vote by propping up the economy.	Дело в том, что даже в самых пессимистических прогнозах, не учли, что в случае выхода страны из ЕС правительство возьмет курс на поддержку экономики.	100.0	91.30434782608695	91.30434782608695	95.65217391304348	93.99585921325054	93.99585921325054	
RU_1_238_5_s2	The year 2014 marks a very significant step towards building a fairer world for men and women.	2014 год ознаменовал собой важный шаг в создании равноправного мира для мужчин и женщин.	100.0	94.11764705882356	94.11764705882356	97.05882352941177	94.39775910364143	94.39775910364143	
RU_1_196_7_s10	On-line news sites like Marketwatch and HuffingtonPost were clear winners.	Онлайн сайт Marketwatch и HuffingtonPost являлись неоспоримыми лидерами.	100.0	80.0	80.0	90.0	92.38095238095242	92.38095238095242	87.0
RU_1_15_16_s13	It defines a nation not by race or ethnicity, but by seeing us all as part of a collective project from which we all gain and to which we all contribute.	При которой принадлежность к народу определяется не цветом кожи или происхождением, а тем, что мы все являемся частью одной системы, благами которой мы пользуемся, и вклад в которую каждый из нас привносит.	100.0	96.77419354838707	96.77419354838707	98.38709677419355	94.77726574500772	94.77726574500772	
RU_1_175_1_s10	This doesn't have to be a bad thing.	Но это не значит, что надо соглашаться выполнять любое поручение.	-25.0	100.0	-25.0	37.5	77.38095238095241	77.38095238095241	
RU_1_203_14_s9	However, if governments and businesses are clever, the advance of technology could actually be really positive for people all over the world.	Однако если правительства и частные предприниматели осмелятся использовать достижения научно-технического прогресса, результат может оказаться выше всяких ожиданий для всего человечества.	54.54545454545455	100.0	54.54545454545455	77.27272727272728	88.74458874458875	88.74458874458875	
RU_1_131_3_s16	Artificial Photosynthesis Approaches	Подходы искусственного фотосинтеза	100.0	-233.33333333333337	-233.33333333333337	-66.66666666666669	47.61904761904761	47.61904761904761	
RU_1_176_7_s7	Then, in adolescence, I began a long search for strange and radical ideas.	Будучи подростком, я жаждал новых, радикальных идей.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	87.3333333333333
RU_1_176_4_s4	"I suppose I was an avid reader of ""literature"" between the ages of nine and fourteen."	Думаю, я был ярым любителем литературы примерно с девяти до четырнадцати лет.	100.0	93.75	93.75	96.875	94.34523809523807	94.34523809523807	
RU_1_130_13_s17	Unfortunately, even as Russia and the U.S. step tentatively away from the brink, the threat of nuclear warfare remains.	К сожалению, несмотря на то, что больше нет конфликтов между Россией и США, угроза ядерной войны остается.	-5.2631578947368345	100.0	-5.2631578947368345	47.368421052631575	80.20050125313284	80.20050125313284	
RU_1_2_1_s7	In fact, without the tradition and romance which have always given diamonds their sentimental value, they would be almost worthless.	И в самом деле, не будь у нас традиционной романтики, которая всегда придавала алмазам их некую сентиментальность, они бы ничего не стоили.	100.0	95.0	95.0	97.5	94.5238095238095	94.5238095238095	
RU_1_364_11_s22	If we really, really try, we could do as well or better in the 21st.	и если мы сильно постараемся, то в XI веке мы избежим этой проблемы.	-33.333333333333314	100.0	-33.333333333333314	33.33333333333334	76.19047619047622	76.19047619047622	71.0
RU_1_364_1_s22	If we really, really try, we could do as well or better in the 21st.	И если мы сильно постараемся, то в 21 веке мы переплюнем это достижение.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	83.3333333333333
RU_1_246_13_s6	Yet strategists and pollsters report that-even after controlling for such variables as race, age, religiosity and income-marital status is a powerful predictor of Democratic voting (whereas married women and older widows lean slightly Republican).	Все же стратеги и социологи утверждают, что, даже принимая во внимание расовые, религиозные, возрастные различия, а также различия в уровне дохода, такое семейное положение довольно точно предопределяет отдачу голоса в пользу Демократической партии (тогда как замужние женщины и вдовы пожилого возраста в основном склоняются к выбору партии Республиканцев).	94.11764705882356	91.17647058823529	85.29411764705883	92.64705882352942	93.13725490196079	93.13725490196079	
RU_1_194_1_s2	The European Commission has approved three major investments of € 389.4 million from the European Regional Development Fund (ERDF) that will help Greece's recovery by modernizing the entire public administration, getting both the secondary and primary education systems online and extending high speed internet coverage to more than 600,000 people living in rural and remote areas.	Европейская Комиссия одобрила выделение 398,4 млн. евро Европейским фондом регионального развития (ЕФРР) на модернизацию государственных административных органов, системы начального и среднего образования и внедрение высокоскоростного интернета в сельских районах Греции, где проживает более 600 тыс. человек.	100.0	80.35714285714286	80.35714285714286	90.17857142857143	92.43197278911566	92.43197278911566	
RU_1_238_9_s25	These efforts reduce hunger, poverty and malnutrition and have positive outcomes for society as a whole.	Эти пожертвования сокращают голод, бедность и недоедание, а так же вносят положительный вклад в общество в целом.	100.0	87.5	87.5	93.75	93.45238095238096	93.45238095238096	85.6666666666667
RU_1_325_24_s2	By Nathaniel Scharping | October 17, 2017	Материал подготовил Натаниэль Шарпинг, 17 октября 2017 год	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	12345.0
